房屋标题,租房地址,租房价格,详情页链接
机场，天竺新村，两居室，楼层好，家具家电齐全，包水电燃气费！,顺义-机场租房-天竺新村,4200元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHEkPHc1PHb3XaOCIAYhnvDknAubmH9VnH-BnBYYPvuhsyDYPHcVrjTznyN3nHNdm1KhFW0zP19Ln10OPimQPHDknjD3PHNYP1n1nHThnWbYnjNzn1NOramQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhnWNh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
潘家园十里河北工大十号线14号线周庄嘉园一居随时看房,朝阳-十八里店租房-周庄嘉园B区,3500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHn3rHNzrHDdXaOCIAYhm1Fhn1ELrjNVn1NLriYYujNvsH9zP1mVuW9QrADYnAPhnj0kFW01Pjczn1NLPimQPHTOrHNvPW9OPWTvn1DhnWb1rjbdnWbQPimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhnWmh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
为你而选 玉江正规一居室 可当两居使用 家电齐全 随时入住,通州-马驹桥租房-玉江佳园,2800元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjELn1NLPjc1XaOCIAYhnjELPhFBrAmVmhnzniYYPWmksyDzPAnVnhEOrANduyw-ujnvFW01n1mLrHELPimQPHTOrjEOn1T1nHbQn1bhnW9YP1ndP1EznzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhnW9h0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
刘家窑 蒲黄榆 李村附近大三居 可做宿舍随时入住,丰台-刘家窑租房-刘家窑北里小区,6000元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjEOPjbOPjEQXaOCIAYhPj6WmhN3uWbVnhu-PaYYPv7-sH9drADVnHEvuW66ujbzrAPhFW0znHDYn10QnzmQPHDknjcQPWE3P19QPHnhnW9YrHEOrHEYnimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhnWbh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
真实照片出租亦庄南海家园3300元正规精装全齐两居室,大兴-瀛海镇租房-南海家园四里,3300元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjNzrjbkn1nvXaOCIAYhPvcdrjTYrjNVPHEOriYYPjmksy76P1NVnhNQuhRBuAm3m103FW0QPH93PWDQPzmQPHTOrHnvrH03n1n1PjbhnW9dnW9Onjn1PBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1Th0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
吉祥花园 82平大两居室 步行可到花梨坎 家具家电齐全可空房,顺义-天竺租房-吉祥花园小区,4500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjELnjnOnj9YXaOCIAYhuj9vnAczPHcVujcvPzYYuyDOsyDYuhmVmWE1n1cYmWbLmH9kFWmYrjTkPHnvnBmQPHTOP1bvPWm1nWbznjbhnW9YP1T1rHT3PamQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1Dh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
清河强佑新城 大一居4500 真的照片 清河公交站 可长签,海淀-清河租房-强佑清河新城,4500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjNLPW93PjE1XaOCIAYhm1PbPjI-m1cVnvRhriYYmhDYsHbvnW9VmWDkPHDYnHTOPHwWFW0QnWbLn19LnimQPHDknjDOPWnvrH9znHNhnW9dP1m3rjEYnzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1ch0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
"将台地铁14号线,将台路小学旁,正规两居室,随时看房，",朝阳-酒仙桥租房-芳园里小区,5200元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjEvrHndnWbvXaOCIAYhPAEdPynYnH9VryF-PiYYrj-BsyFbrHNVnWnzujmvPWE1nHEdFWNvPW0vPjcYnzmQPHTOP10QnjckP19Ln1EhnW9YPWb1PHcOPBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1nh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
青塔东里正规一居室采光好干净卫生温馨舒，布局合理空间宽敞明亮,丰台-青塔租房-青塔东里小区,4400元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjEOnWm1P101XaOCIAYhnj0QrH0kPANVmhmQniYYPvcYsyDOnW9VuW6bmyw-PWuBPWDdFW0zrjDvnjcOnimQPHTOrHmYP1nznHnLrH0hnW9YrHcvn10LnzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1Eh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
南区西里2居室 2层 南北通透 包物业取暖 看中即可入住！,丰台-长辛店租房-云岗南区西里,3000元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHnOnW0zrHcdXaOCIAYhm176nhmQPjDVmhEOmzYYP1ELsyDQm1mVP1bvn1mdP1bzPymdFWNdPHnvnH0LnzmQPHTOrHn3PHnzP10Yn10hnWb1rHcLnWbzPimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1Nh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
回龙观 天慧园小区 精装2居室 一层带前后俩院 可月付房租,昌平-回龙观租房-天慧园,4800元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjcOrjDQPHbOXaOCIAYhnjTvuW-6njDVm19vuiYYPWcdsH-6rjTVmHTOmvNLmH-6n1w6FW0Qn1nQrHn3PzmQPHTOP1mYPHmYrj9dnHEhnW9zrH9QnHNOrimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1mh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
家天下精装修 环境好 拧包入住 诚心出租,怀柔-怀柔租房-家天下,3500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjEOPWTOnjD1XaOCIAYhujK-uH6bPHTVryFbPiYYmhEYsH9kuyNVmymknvDYmH0YujELFWmLrHnknHEvrimQPHDknjcQnHmYrHTOP1chnW9YrHmkrHTQnzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn10h0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
欧风家具 精装瑞都两居 等你回家,通州-土桥租房-瑞都公园世家(北区),4300元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjnkrjbYrHNkXaOCIAYhn193mvcOPWDVn1NvuBYYnvuBsHbkuycVP1TQrjFhPjKWP1N3FW0zrjcYPHDYnzmQPHTOrjEOnWc3rHbvPHnhnW91nj9OPjbdnamQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn19h0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
 真实图片 永顺南里 精装两居室  看房随时,通州-北关环岛租房-永顺南里1号院,3500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjELnHnLP1cLXaOCIAYhrHPWPW03PADVuHDvPiYYuy7hsy7-uHNVuW--PjEduAD1uHD3FWm3PWmvP10QnzmQPHTOP1mYn1D1nHTQrjDhnW9YP1D1P10zPzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhn1bh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
实际有的三居室，业主直签。,朝阳-高碑店租房-康家园西社区,6500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjELn101rjNQXaOCIAYhPvcvnvwbuynVnvNYraYYnHn1sH9OPAnVnHbdnjnQrHN1nANzFW0Qn1TvP10zPimQPHTOP10OPjNQPj9LPHchnW9YP1nLn19dnimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjTh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
名人国际大酒店 五洲国际酒店 国玉大酒店 亚奥8号旁出租精装,朝阳-亚运村租房-慧忠里小区,4500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHn3PHNvPj9vXaOCIAYhmWEYrHE1uWTVPHmkuBYYPhEvsyF-P1cVnjR6P101uh7BujTzFW0knWE3n1TYPamQPHTOP1bQPj9Qn10YnHDhnWb1rjNdPWE3PBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjDh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
苹果园西山奥园精装大两居 南北通透 家电全齐 石景山科技园,石景山-苹果园租房-西山奥园(D区),4500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjE3nHEOrjnLXaOCIAYhPW6hnhD1mhEVnhEdnzYYnv7BsH-Bn1DVPHDdrAR-uhnznymdFWmOnjN3njmdPimQPHTOrjm1n19Qnj0QPH9hnW9YrjDYrH91PzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjch0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
望京新城一居 请看照片 照片真实 有钥匙看房 价格不高,朝阳-望京租房-望京西园四区,6500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjELrj9kPHNQXaOCIAYhuhn3rjc3PWcVmhNkuBYYPH93sycQP19Vn1nLnH0YnWbzmWwWFW0LPWnkPj0hnHNkrH9YPWNvn1NkPHTzFWc3Pj03rjTdPHDhnHFtsgkVFWItnWKtsgkVFWEvPhu-m1u6syc1njDVPAu-uBdBP1mvsyEdrHPbnycOmH6WnamQPHDknjczrHDLPjnOFhIJUA-1IZGbFWE1FMK60h7VFWThUMR_UamvFWDdnz31sWD8nWc3FhOdUAkhniu8IyQ_FhOdUAk&end=end
昌平 沙河 高档别墅 私家车库 大花园 办公居家均可,昌平-沙河镇租房-北京玫瑰园,18000元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHnkPWN1nWc1XaOCIAYhnvnLrH7Bnj0Vn1-BmBYYPj9dsH9YrHNVnANYrHn3P1b3PWTOFW0QrjE1njTvPzmQPHTOrjN1PHEYPj9LPWDhnWb1njmdn1cznzmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjEh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
敬园小区 正规三居室家电齐全 3600包物业取暖 机不可失！,通州-次渠租房-敬园小区,3600元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrHnOP1mdrHEdXaOCIAYhnHEQujbdPH0Vnyc3riYYnWuBsycYuhcVmWFWPj-hnjcOrywhFW01n1mLrHELPimQPHTOrHEkn1TYnHc1nHThnWb1rH0vPHbYPimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjNh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
北京方糖 loft精装交房 2室2卫 15号地铁 近首都机场,顺义-后沙峪租房-北京方糖,5200元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjE3njEdPW9vXaOCIAYhuyczPhPBPvnVrH9QnzYYujczsH6-rHnVPHcYrHnvuHE1PANzFW01Pjn1PjbYPzmQPHTOrj0knjNLrHNQrjmhnW9YrjTYPHm3PBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjmh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
为你而选 公园五号 1室1厅 57平,朝阳-甜水园租房-万科公园五号,8500元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjE3PW03PWTzXaOCIAYhuWNLnhP6nWcVnHbkmBYYuym3sH9vrHTVPyEOrHKhPh7WuW9vFW01PjcznWDYPimQPHTOrHNdnHmknWTvnHNhnW9YrjmLrjmknBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPj0h0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
白纸坊 广安门内 菜户营 荣宁园 中加大厦 精装两居出租！,宣武-白纸坊租房-中加大厦,7200元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjE1rjcznWb3XaOCIAYhuWK-n1R-nymVnAE3raYYPyc3syDQmW0VuhDznjDvrA7-mHTkFWDQPHEvPjE1ramQPHTOPjEznj0YnHD1P1chnW9Yn19znWcOramQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPj9h0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
天裕昕园 精装1居 高楼层采光好 紧邻中粮祥云小镇 空港小学,顺义-中央别墅区租房-天裕昕园(西区),3300元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrjNdPWbvP1EvXaOCIAYhmvm1n1czm1EVPy7bnzYYrjNLsHb1uycVrj91nHF6mWNOP1m1FW01Pjn1PjbYPzmQPHTOP1bQrjbOn1nLPWNhnW9dPHmOPW0YPBmQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPjbh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
地铁六号线长楹天街附近红柚青年公寓精装修2350押一付一,朝阳-管庄租房-红柚青年公寓,2350元/月,http://aozdclick.ganji.com/gjadJump?gjadType=3&target=pZwY0jCfsvFJshI6UhGGshPfUiqhmyOMnitzrj9krHTdrHmOXaOCIAYhmWPbnWTOm1bVPhE1uaYYnWc3sHbQmWDVnyRhuHuWmHFBnjN3FW0znW01nWn1rimQPHTOrH9YnWNdPHD3njEhnW93njbkPHbvrimQnMkVxaYhPLkznZkVxaYhPjmvuhRWPhDVmWnkniYYuhRhsycLPWmVujNOnvEQmW-6rAnkFWDdnHTknWcOnH0Yn1bhuvG_pgPYXhEhPHTh0A7zmyYhnau8IyQ_FWmhnHN1sWn8ni3znW9hUMR_UamQFhOdUAkhUMR_UT&end=end
东直门 海晟国际公寓高层一居室 精装修邻近地铁站可随时看房！,东城-东直门租房-海晟名苑(北区),11500元/月,http://bj.ganji.com/fang1/2849443647x.htm
人民大学床铺出租紧邻人民大学地铁站仅剩两个名额包水电网,海淀-双榆树租房-双榆树北路6号院,600元/月,http://bj.ganji.com/fang3/2824991034x.htm
海淀 五棵松 玉泉路 北太平路16号 装修好 随时看房随时住,海淀-五棵松租房-北太平路16号院,3600元/月,http://bj.ganji.com/fang1/2846723062x.htm
值得一看北街八区 随时看房，有钥匙，包物业取暖,昌平-沙河租房-北街家园八区,1800元/月,http://bj.ganji.com/fang1/2833479327x.htm
值得一看，生活设施 齐全，包物业取暖，采光好，视野开阔,昌平-沙河租房-北街家园八区,1800元/月,http://bj.ganji.com/fang1/2833479444x.htm
农大南路 植保所南门新出优质两居 干净整洁 全天看房,海淀-上地租房-万树园,5000元/月,http://bj.ganji.com/fang1/2857596028x.htm
两居室蔚云府靠谱出租，交通便利，看房方便,昌平-昌平县城租房-昌平蔚雲府,2599元/月,http://bj.ganji.com/fang1/2798615578x.htm
良乡地铁附近阳光公寓精装,房山-良乡租房-佳世苑南区,1900元/月,http://bj.ganji.com/fang1/2869389689x.htm
4号线生物医药基地站北京明发广场2居精装家具家电齐全,大兴-生物医药基地租房-北京明发广场,3500元/月,http://bj.ganji.com/fang1/2923294271x.htm
4号线生物医药基地站北京明发广场3居精装家具家电齐全,大兴-生物医药基地租房-北京明发广场,4600元/月,http://bj.ganji.com/fang1/2839660656x.htm
梨园城铁北 通州妇幼旁 成龙影城对面 梨园东里精装大两居 甩,通州-梨园租房-梨园东里,2800元/月,http://bj.ganji.com/fang1/2776395330x.htm
出租欢乐嘉苑电梯楼两居室精装修随时看房,通州-张家湾租房-欢乐嘉苑,2100元/月,http://bj.ganji.com/fang1/2830587691x.htm
0押金月付 地铁9号线，六里桥东西客站太平桥西里精装三居室,丰台-六里桥租房-太平桥西里小区,6700元/月,http://bj.ganji.com/fang1/2845222677x.htm
三里屯工体首开铂郡幸福永利国际奥加杰座港湾泰悦海晟阳光康堡,朝阳-三里屯租房-首开铂郡,8500元/月,http://bj.ganji.com/fang1/2898519632x.htm
西直门 交通便利 家电齐全 干净整洁  先到先得,海淀-西直门租房-索家坟小区,2600元/月,http://bj.ganji.com/fang1/2845682682x.htm
北邮北师大周边位置优越家电齐全设施齐全仅此一套急租,海淀-皂君庙租房-学院南路32号院,3000元/月,http://bj.ganji.com/fang1/2821131739x.htm
办公注册 地铁4号线天宫院出口即是 保利春天派 看房方便,大兴-生物医药基地租房-保利春天派,2500元/月,http://bj.ganji.com/fang1/2723720992x.htm
天宫院地铁4号线上的 经典LOFT 全新高档家私 豪华装修,大兴-生物医药基地租房-保利春天派,3000元/月,http://bj.ganji.com/fang1/2733424141x.htm
4号线天宫院 保利春天里 四居室 可根据租户要求配置家具电器,大兴-黄村租房-保利春天里,4600元/月,http://bj.ganji.com/fang1/2724098197x.htm
北锣鼓巷精装平房 精装 精装精装 不要错过哦,东城-安定门租房-北锣鼓巷小区,4800元/月,http://bj.ganji.com/fang1/2810459253x.htm
沙河地铁站 立鑫苑 东西朝向一居室开间家具家电全齐 随时看房,昌平-沙河租房-立鑫苑,1199元/月,http://bj.ganji.com/fang1/2923995080x.htm
CDD创意港嘉悦广场写字楼配置齐全入住即办公,大兴-西红门租房-嘉悦广场,11000元/月,http://bj.ganji.com/fang1/2933506643x.htm
福成四期1室1厅1卫,燕郊-城区租房-福成四期,1400元/月,http://bj.ganji.com/fang1/2718866173x.htm
物业直租 中介勿扰!精装修公寓 全新家电 押一付一 紧邻地铁,朝阳-高碑店租房-乐乎城市青年公寓,2750元/月,http://bj.ganji.com/fang1/2693700213x.htm
东城-和平里 大龙公寓,东城-和平里租房-大龙公寓,8800元/月,http://bj.ganji.com/fang1/2917428698x.htm
一室一厅套间 全新家电 公寓直租 中介勿扰!!,朝阳-国贸租房-乐乎城市青年公寓,3400元/月,http://bj.ganji.com/fang1/2658320391x.htm
北大东门中关园燕东园靠近北大附幼附小上学便利随时看房,海淀-中关村租房-北京大学燕东园,8500元/月,http://bj.ganji.com/fang1/2829993225x.htm
4号线地铁 北京大学蓝旗营正规两居 电梯房 可长租,海淀-北大清华租房-蓝旗营,12500元/月,http://bj.ganji.com/fang1/2820118807x.htm
东坝中路旁 利锦府高端小区直租大一居 超精装修 先到先得,朝阳-东坝租房-利锦府,3500元/月,http://bj.ganji.com/fang1/2924826176x.htm
蒲黄榆地铁边上三居室全家电出租,丰台-蒲黄榆租房-蒲安东里,6000元/月,http://bj.ganji.com/fang1/2837205693x.htm
物业直租 领域公寓 交通便利 白领年轻人的社区 ,宣武-红莲租房-领域青年社区,2700元/月,http://bj.ganji.com/fang1/2808360659x.htm
"物业直租,精装青年公寓,俊男靓女,免费健身!!",朝阳-大望路租房-乐乎城市青年公寓,2599元/月,http://bj.ganji.com/fang1/2784621032x.htm
物业直租无 院内方便停车 带独立卫浴 可月付 ,宣武-广安门外租房-领域青年公寓,2700元/月,http://bj.ganji.com/fang1/2772450897x.htm
大山子 望京 康营家园 温馨单间 全新家具 随时看房,朝阳-大山子租房-康营家园,1700元/月,http://bj.ganji.com/fang3/2925011120x.htm
清华大学 褐石园精装大4居 紧邻清华附中 带车位 可长租,海淀-北大清华租房-褐石园,25000元/月,http://bj.ganji.com/fang1/2925453995x.htm
两家合租超大主卧新装修特干净卫生间厨房都带可做饭支持月付,朝阳-惠新里租房-惠新北里2号院,2699元/月,http://bj.ganji.com/fang3/2933977571x.htm
荣京东街 大族企业湾 泰河园单间出租 无中介 月付 押一付一,大兴-亦庄租房-泰河园一里一区,1500元/月,http://bj.ganji.com/fang3/2888481299x.htm
蒲黄榆 好房出租 便宜两居室 可做员工宿舍 可月付,丰台-蒲黄榆租房-蒲黄榆四里,4200元/月,http://bj.ganji.com/fang1/2932041929x.htm
欧尚对面 富丰园 家电全齐,丰台-科技园区租房-富丰园,4000元/月,http://bj.ganji.com/fang1/2848480230x.htm
经典三居室 2500/月 季度付款 随时看房,燕郊租房-燕京航城,2500元/月,http://bj.ganji.com/fang1/2829963381x.htm
龙泉驾校院内底商旺铺出租,海淀-上地租房-龙泉驾校,5800元/月,http://bj.ganji.com/fang1/2823679141x.htm
西二旗，马连洼周边龙泉驾校个人直租、环境好上班族的另一个家,海淀-西二旗租房-九龙公寓,1200元/月,http://bj.ganji.com/fang1/2908110215x.htm
个人直租精装电梯酒店式公寓押一付一1800,通州-北苑租房-个人自建精装七层电梯酒店式公寓,1800元/月,http://bj.ganji.com/fang1/2796671734x.htm
公交直达人民大学火器营闵庄路紧邻玉泉慧谷稀有次卧带阳台出租,海淀-世纪城租房-京泉馨苑东里,1650元/月,http://bj.ganji.com/fang3/2924298470x.htm
三虎桥精装朝南主卧带阳台出租白石桥紫竹院豪柏大厦紧邻北巴传媒,海淀-紫竹桥租房-三虎桥小区,3350元/月,http://bj.ganji.com/fang3/2899229084x.htm
公交直达西直门世纪城闵庄路紧邻玉泉慧谷京泉馨苑东里小次卧出租,海淀-世纪城租房-京泉馨苑东里,1400元/月,http://bj.ganji.com/fang3/2820438448x.htm
国贸 蓝堡国际 华贸 大望路口 紧邻万达广场 SKP 精装修,朝阳-国贸租房-蓝堡国际公寓,10000元/月,http://bj.ganji.com/fang1/2848828005x.htm
联港家园B区1室年付2100家具齐便宜出租适合上班族紧挨地铁,大兴-黄村租房-联港幸福湾,2200元/月,http://bj.ganji.com/fang1/2914522163x.htm
个人直租 临近地铁 临近科技园 生活便利,丰台-科技园区租房-拇指青年社区,2350元/月,http://bj.ganji.com/fang1/2718271901x.htm
【自如友家】朝阳区垡头垡头北里2居室-南卧,朝阳-垡头租房-垡头北里,1890元/月,http://bj.ganji.com/fang3/1758537478x.htm
【自如友家】朝阳区垡头垡头北里2居室-南卧,朝阳-垡头租房-垡头北里,2190元/月,http://bj.ganji.com/fang3/1895736881x.htm
天通苑北一区 3室1厅2卫,昌平-天通苑租房-天通苑北一区,1800元/月,http://bj.ganji.com/fang3/2940651239x.htm
三元桥、三源里小区、新源里带电梯、、朝南业主直接出租,朝阳-三元桥租房-三源里生态小区,6180元/月,http://bj.ganji.com/fang1/2849646336x.htm
